# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ncdm[0]        13:(.)p_ncdm[0]          14:(.)rho_lambda         15:(.)rho_ur             16:(.)rho_crit           17:(.)rho_tot            18:(.)p_tot              19:(.)p_tot_prime        20:gr.fac. D             21:gr.fac. f          
       7.055478492449e+13       1.518388757453e-25       6.568370736204e-09       1.074021313347e+22       1.415027915038e+04       2.005573281178e-10       9.983699020766e+17       3.792738892863e-09       6.818439026289e+43       8.746865031960e+32       4.693622298489e+33       1.548512192316e+43       5.161707307719e+42       3.449766788309e-08       3.168266596084e+43       1.153521781525e+44       1.153521781525e+44       3.845072604896e+43      -2.341267106659e+52       3.892867872747e-06       2.867131231126e+00 
       7.006433458242e+13       1.539720601106e-25       6.615664460696e-09       1.059141435323e+22       1.415027915038e+04       2.019612294146e-10       9.914298928268e+17       3.819288065113e-09       6.630817560821e+43       8.565722754821e+32       4.596420223451e+33       1.505902127798e+43       5.019673759328e+42       3.449766788309e-08       3.081086111011e+43       1.121780580018e+44       1.121780580018e+44       3.739268599877e+43      -2.261015870934e+52       3.970725230201e-06       2.810912971692e+00 
       6.957729352772e+13       1.561352135831e-25       6.661139195785e-09       1.044467708486e+22       1.415027915038e+04       2.033749580205e-10       9.845381259452e+17       3.846023081569e-09       6.448358833359e+43       8.388331824530e+32       4.501231144516e+33       1.464464554920e+43       4.881548516400e+42       3.449766788309e-08       2.996304551896e+43       1.090912794071e+44       1.090912794071e+44       3.636375980058e+43      -2.183515393897e+52       4.048582587656e-06       2.756856953006e+00 
       6.909363806129e+13       1.583287571987e-25       6.708432920277e-09       1.029997276746e+22       1.415027915038e+04       2.047985827266e-10       9.776942660826e+17       3.872945243139e-09       6.270920781994e+43       8.214614552965e+32       4.408013373753e+33       1.424167210489e+43       4.747224034965e+42       3.449766788309e-08       2.913855908028e+43       1.060894390103e+44       1.060894390103e+44       3.536314633504e+43      -2.108671388236e+52       4.126439945111e-06       2.704840784082e+00 
       6.861334464875e+13       1.605531179086e-25       6.755726644769e-09       1.015727323577e+22       1.415027915038e+04       2.062321728057e-10       9.708979802211e+17       3.900055859841e-09       6.098365253901e+43       8.044494860881e+32       4.316726086563e+33       1.384978719095e+43       4.616595730318e+42       3.449766788309e-08       2.833675985098e+43       1.031701995861e+44       1.031701995861e+44       3.439006652698e+43      -2.036392798509e+52       4.204297302566e-06       2.654751139932e+00 
       6.813638991932e+13       1.628087286621e-25       6.803020369262e-09       1.001655071478e+22       1.415027915038e+04       2.076757980154e-10       9.641489376575e+17       3.927356250860e-09       5.930557897776e+43       7.877898244583e+32       4.227329303801e+33       1.346868568676e+43       4.489561895586e+42       3.449766788309e-08       2.755702355219e+43       1.003312882217e+44       1.003312882217e+44       3.344376273890e+43      -1.966591690367e+52       4.282154660021e-06       2.606482937388e+00 
       6.766275066466e+13       1.650960284910e-25       6.850314093754e-09       9.877777814268e+21       1.415027915038e+04       2.091295286015e-10       9.574468099876e+17       3.954847744615e-09       5.767368059232e+43       7.714751743308e+32       4.139783874267e+33       1.309807086763e+43       4.366023622542e+42       3.449766788309e-08       2.679874308318e+43       9.757049454804e+43       9.757049454804e+43       3.252349818104e+43      -1.899183143572e+52       4.360012017476e-06       2.559938599220e+00 
       6.719240383780e+13       1.674154625953e-25       6.897607818246e-09       9.740927523492e+21       1.415027915038e+04       2.105934353017e-10       9.507912710899e+17       3.982531678827e-09       5.608668679066e+43       7.554983907261e+32       4.054051457554e+33       1.273765417379e+43       4.245884724596e+42       3.449766788309e-08       2.606132804866e+43       9.488566901792e+43       9.488566901792e+43       3.162855633770e+43      -1.834085148684e+52       4.437869374931e-06       2.515027395725e+00 
       6.672532655193e+13       1.697674824293e-25       6.946720532142e-09       9.605973205923e+21       1.415027915038e+04       2.120675893488e-10       9.441819971101e+17       4.010409400579e-09       5.454336194339e+43       7.398524766334e+32       3.970094507266e+33       1.238715498570e+43       4.129051661902e+42       3.449766788309e-08       2.534420429912e+43       9.227472123292e+43       9.227472123292e+43       3.075824040940e+43      -1.771218507288e+52       4.515726732385e-06       2.471664854420e+00 
       6.626149607938e+13       1.721525457899e-25       6.994014256634e-09       9.472888594067e+21       1.415027915038e+04       2.135520624742e-10       9.376186664450e+17       4.038482266383e-09       5.304250442161e+43       7.245305799453e+32       3.887876254569e+33       1.204630040558e+43       4.015433468527e+42       3.449766788309e-08       2.464681348380e+43       8.973561831561e+43       8.973561831561e+43       2.991187277033e+43      -1.710506735639e+52       4.593584089840e-06       2.429772229769e+00 
       6.580088985043e+13       1.745711169057e-25       7.043126970530e-09       9.341647784346e+21       1.415027915038e+04       2.150469269116e-10       9.311009597269e+17       4.066751642247e-09       5.158294566141e+43       7.095259904576e+32       3.807360692089e+33       1.171482504489e+43       3.904941681631e+42       3.449766788309e-08       2.396861261596e+43       8.726638332679e+43       8.726638332679e+43       2.908879444076e+43      -1.651875971614e+52       4.671441447295e-06       2.389276025940e+00 
       6.534348545226e+13       1.770236665271e-25       7.092239684425e-09       9.212225232063e+21       1.415027915038e+04       2.165522553999e-10       9.246285598083e+17       4.095218903742e-09       5.016354925399e+43       6.948321369306e+32       3.728512558142e+33       1.139247081775e+43       3.797490272584e+42       3.449766788309e-08       2.330907365009e+43       8.486509372626e+43       8.486509372626e+43       2.828836457394e+43      -1.595254884849e+52       4.749298804750e-06       2.350107566498e+00 
       6.488926062786e+13       1.795106720181e-25       7.143171387725e-09       9.084595746423e+21       1.415027915038e+04       2.180681211877e-10       9.182011517460e+17       4.123885436068e-09       4.878321006084e+43       6.804425842104e+32       3.651297321294e+33       1.107898673996e+43       3.692995579987e+42       3.449766788309e-08       2.266768307080e+43       8.252987987593e+43       8.252987987593e+43       2.750995995720e+43      -1.540574589960e+52       4.827156162205e-06       2.312202605748e+00 
       6.443819327494e+13       1.820326174493e-25       7.192284101620e-09       8.958734485636e+21       1.415027915038e+04       2.195945980360e-10       9.118184227865e+17       4.152752634120e-09       4.744085335330e+43       6.663510304119e+32       3.575681165234e+33       1.077412873360e+43       3.591376244534e+42       3.449766788309e-08       2.204394149298e+43       8.025892358412e+43       8.025892358412e+43       2.675297452663e+43      -1.487768562737e+52       4.905013519660e-06       2.275500977086e+00 
       6.399026144483e+13       1.845899936918e-25       7.243215804920e-09       8.834616952078e+21       1.415027915038e+04       2.211317602223e-10       9.054800623501e+17       4.181821902559e-09       4.613543397580e+43       6.525513041578e+32       3.501630973968e+33       1.047765943698e+43       3.492553145662e+42       3.449766788309e-08       2.143736327300e+43       7.805045668994e+43       7.805045668994e+43       2.601681889526e+43      -1.436772559208e+52       4.982870877115e-06       2.239946274319e+00 
       6.354544334144e+13       1.871832985132e-25       7.294147508219e-09       8.712218987524e+21       1.415027915038e+04       2.226796825439e-10       8.991857620160e+17       4.211094655877e-09       4.486593553207e+43       6.390373618764e+32       3.429114317314e+33       1.018934801986e+43       3.396449339954e+42       3.449766788309e-08       2.084747613057e+43       7.590275968657e+43       7.590275968657e+43       2.530091989417e+43      -1.387524537484e+52       5.060728234570e-06       2.205485562406e+00 
       6.310371732019e+13       1.898130366740e-25       7.345079211518e-09       8.591516768446e+21       1.415027915038e+04       2.242384403217e-10       8.929352155074e+17       4.240572318467e-09       4.363136959379e+43       6.258032851547e+32       3.358099436698e+33       9.908970003678e+42       3.302990001226e+42       3.449766788309e-08       2.027382078103e+43       7.381416038248e+43       7.381416038248e+43       2.460472012617e+43      -1.339964582272e+52       5.138585592024e-06       2.172069114491e+00 
       6.266506188699e+13       1.924797200262e-25       7.396010914817e-09       8.472486801375e+21       1.415027915038e+04       2.258081094039e-10       8.867281186767e+17       4.270256324696e-09       4.243077493099e+43       6.128432781465e+32       3.288555231248e+33       9.636307086814e+42       3.212102362271e+42       3.449766788309e-08       1.971595057776e+43       7.178303259947e+43       7.178303259947e+43       2.392767753186e+43      -1.294034831989e+52       5.216442949479e-06       2.139650172484e+00 
       6.222945569711e+13       1.951838676128e-25       7.448761607520e-09       8.355105918330e+21       1.415027915038e+04       2.273887661697e-10       8.805641694902e+17       4.300148118969e-09       4.126321676367e+43       6.001516650340e+32       3.220451244173e+33       9.371146974601e+42       3.123715658200e+42       3.449766788309e-08       1.917343116441e+43       6.980779490651e+43       6.980779490651e+43       2.326926496756e+43      -1.249679408362e+52       5.294300306934e-06       2.108184728771e+00 
       6.179687755423e+13       1.979260057689e-25       7.499693310820e-09       8.239351272307e+21       1.415027915038e+04       2.289804875329e-10       8.744430680141e+17       4.330249155801e-09       4.012778603396e+43       5.877228875422e+32       3.153757649422e+33       9.113283214037e+42       3.037761071346e+42       3.449766788309e-08       1.864584013672e+43       6.788690938846e+43       6.788690938846e+43       2.262896979491e+43      -1.206844348451e+52       5.372157664389e-06       2.077631326905e+00 
       6.136730640936e+13       2.007066682239e-25       7.552444003522e-09       8.125200332832e+21       1.415027915038e+04       2.305833509457e-10       8.683645163993e+17       4.360560899891e-09       3.902359869831e+43       5.755515025045e+32       3.088445238624e+33       8.862515033043e+42       2.954171677681e+42       3.449766788309e-08       1.813276671364e+43       6.601888044866e+43       6.601888044866e+43       2.200629348166e+43      -1.165477538994e+52       5.450015021844e-06       2.047950879378e+00 
       6.094072135984e+13       2.035263962058e-25       7.605194696225e-09       8.012630881578e+21       1.415027915038e+04       2.321974344023e-10       8.623282188673e+17       4.391084826190e-09       3.794979503924e+43       5.636321794793e+32       3.024485408296e+33       8.618647184137e+42       2.872882394712e+42       3.449766788309e-08       1.763381141746e+43       6.420225364443e+43       6.420225364443e+43       2.140075121361e+43      -1.125528653005e+52       5.527872379299e-06       2.019106500796e+00 
       6.051710164830e+13       2.063857385461e-25       7.657945388928e-09       7.901621008038e+21       1.415027915038e+04       2.338228164431e-10       8.563338816954e+17       4.421822419973e-09       3.690553899588e+43       5.519596984147e+32       2.961850147316e+33       8.381489792423e+42       2.793829930808e+42       3.449766788309e-08       1.714858576285e+43       6.243561455467e+43       6.243561455467e+43       2.081187151705e+43      -1.086949088550e+52       5.605729736754e-06       1.991063354951e+00 
       6.009642666167e+13       2.092852517869e-25       7.712515071034e-09       7.792149105260e+21       1.415027915038e+04       2.354595761582e-10       8.503812132030e+17       4.452775176913e-09       3.589001751309e+43       5.405289473634e+32       2.900512024655e+33       8.150858207745e+42       2.716952735915e+42       3.449766788309e-08       1.667671195433e+43       6.071758767860e+43       6.071758767860e+43       2.023919589172e+43      -1.049691909615e+52       5.683587094209e-06       1.963788514473e+00 
       5.967867593016e+13       2.122255002892e-25       7.767084753141e-09       7.684193865643e+21       1.415027915038e+04       2.371077931913e-10       8.444699237368e+17       4.483944603151e-09       3.490243990837e+43       5.293349202431e+32       2.840444177364e+33       7.926572860928e+42       2.642190953643e+42       3.449766788309e-08       1.621782259212e+43       5.904683536479e+43       5.904683536479e+43       1.968227845381e+43      -1.013711789005e+52       5.761444451664e-06       1.937250831845e+00 
       5.926382912628e+13       2.152070563427e-25       7.821654435247e-09       7.577734276790e+21       1.415027915038e+04       2.387675477436e-10       8.385997256572e+17       4.515332215372e-09       3.394203725627e+43       5.183727146447e+32       2.781620298809e+33       7.708459123961e+42       2.569486374654e+42       3.449766788309e-08       1.577156038610e+43       5.742205676964e+43       5.742205676964e+43       1.914068558878e+43      -9.789649531980e+51       5.839301809119e-06       1.911420820754e+00 
       5.885186606383e+13       2.182305002773e-25       7.876224117354e-09       7.472749617416e+21       1.415027915038e+04       2.404389205778e-10       8.327703333239e+17       4.546939540879e-09       3.300806178968e+43       5.076375296848e+32       2.724014627152e+33       7.496347174032e+42       2.498782391344e+42       3.449766788309e-08       1.533757787765e+43       5.584198684460e+43       5.584198684460e+43       1.861399561379e+43      -9.454091290880e+51       5.917159166574e-06       1.886270546797e+00 
       5.844276669695e+13       2.212964205757e-25       7.930793799460e-09       7.369219453318e+21       1.415027915038e+04       2.421219930219e-10       8.269814630823e+17       4.578768117665e-09       3.209978631763e+43       4.971246639034e+32       2.667601934065e+33       7.290071861306e+42       2.430023953769e+42       3.449766788309e-08       1.491553716906e+43       5.430539535116e+43       5.430539535116e+43       1.810179844933e+43      -9.130034925593e+51       5.995016524029e-06       1.861773526709e+00 
       5.803651111912e+13       2.244054139883e-25       7.985363481566e-09       7.267123633394e+21       1.415027915038e+04       2.438168469730e-10       8.212328332496e+17       4.610819494488e-09       3.121650365911e+43       4.868295132052e+32       2.612357513684e+33       7.089472580340e+42       2.363157526780e+42       3.449766788309e-08       1.450510966049e+43       5.281108590304e+43       5.281108590304e+43       1.760369529998e+43      -8.817086188174e+51       6.072873881484e-06       1.837904635341e+00 
       5.763307956218e+13       2.275580856494e-25       8.041752153076e-09       7.166442285723e+21       1.415027915038e+04       2.455235649018e-10       8.155241641009e+17       4.643095230949e-09       3.035752609243e+43       4.767475688424e+32       2.558257171790e+33       6.894393145033e+42       2.298131048344e+42       3.449766788309e-08       1.410597579410e+43       5.135789503461e+43       5.135789503461e+43       1.711929834386e+43      -8.514864344249e+51       6.150731238939e-06       1.814640019704e+00 
       5.723245239541e+13       2.307550491947e-25       8.098140824586e-09       7.067155813698e+21       1.415027915038e+04       2.472422298562e-10       8.098551778559e+17       4.675596897566e-09       2.952218481982e+43       4.668744154412e+32       2.505277215210e+33       6.704681667025e+42       2.234893889008e+42       3.449766788309e-08       1.371782480527e+43       4.994469129509e+43       4.994469129509e+43       1.664823043071e+43      -8.223001709818e+51       6.228588596394e-06       1.791957019458e+00 
       5.683461012454e+13       2.339969268808e-25       8.154529496096e-09       6.969244892209e+21       1.415027915038e+04       2.489729254651e-10       8.042255986652e+17       4.708326075848e-09       2.870982944664e+43       4.572057290670e+32       2.453394441442e+33       6.520190437432e+42       2.173396812477e+42       3.449766788309e-08       1.334035448060e+43       4.857037436758e+43       4.857037436758e+43       1.619012478822e+43      -7.941143203925e+51       6.306445953849e-06       1.769834093292e+00 
       5.643953339081e+13       2.372843497065e-25       8.212737157010e-09       6.872690463883e+21       1.415027915038e+04       2.507157359434e-10       7.986351525970e+17       4.741284358379e-09       2.791982747502e+43       4.477372753317e+32       2.402586128496e+33       6.340775811843e+42       2.113591937281e+42       3.449766788309e-08       1.297327092264e+43       4.723387421235e+43       4.723387421235e+43       1.574462473650e+43      -7.668945916665e+51       6.384303311304e-06       1.748250750691e+00 
       5.604720297002e+13       2.406179575355e-25       8.269125828519e-09       6.777473735377e+21       1.415027915038e+04       2.524707460950e-10       7.930835676237e+17       4.774473348887e-09       2.715156381141e+43       4.384649075385e+32       2.352830024938e+33       6.166298098479e+42       2.055432699493e+42       3.449766788309e-08       1.261628832104e+43       4.593415023372e+43       4.593415023372e+43       1.531138341031e+43      -7.406078692003e+51       6.462160668759e-06       1.727187488635e+00 
       5.565759977162e+13       2.439983992209e-25       8.327333489433e-09       6.683576173714e+21       1.415027915038e+04       2.542380413177e-10       7.875705736084e+17       4.807894662328e-09       2.640444028762e+43       4.293845648664e+32       2.304104340149e+33       5.996621449426e+42       1.998873816475e+42       3.449766788309e-08       1.226912873005e+43       4.467019046983e+43       4.467019046983e+43       1.489006348903e+43      -7.152221724885e+51       6.540018026214e-06       1.706625732818e+00 
       5.527070483775e+13       2.474263327315e-25       8.385541150346e-09       6.590979502682e+21       1.415027915038e+04       2.560177076069e-10       7.820959022924e+17       4.841549924964e-09       2.567787519515e+43       4.204922705913e+32       2.256387734781e+33       5.831613754870e+42       1.943871251623e+42       3.449766788309e-08       1.193152185207e+43       4.344101080477e+43       4.344101080477e+43       1.448033693403e+43      -6.907066172164e+51       6.617875383669e-06       1.686547783020e+00 
